FID,poi_id,site_id,state_abbr,latitude,longitude,source_lay,descriptio,location_d,site_resul,investigat,notes,validation
229,230,219,NV,40.844444,-114.444444,beacon_ksn, ,"I-80 & Exit 387, Proceed South on access road to GPS location.",Nothing Found,NFIR,,
3089,3705,219,NV,40.851694,-114.440222,beacons_kml,"SAN FRAN SALT LK AWY BCN 49 B<br />
Shafter", ,Nothing Found,NFIR,,
230,231,220,NV,40.8375,-114.580278,beacon_ksn, ,"I 80 & Exit 387, Take access road on the South side of I-80, East .5 Miles, then South 7.5 Miles, proceed West 7.6 Miles to GPS location.",Nothing Found,NFIR,,
3682,4326,220,NV,40.831812,-114.592148,Elko Sectional Aeronautical Chart,49, ,Nothing Found,NFIR,,
231,232,221,NV,40.855556,-114.789722,beacon_ksn, ,"I-80 & U.S. 93 South, Take U.S. 93 South to Tobar road, go East 15 miles via Railroad right of way road to GPS location.",Nothing Found,NFIR,,
3091,3707,221,NV,40.857939,-114.804966,beacons_kml,"SAN FRAN SALT LK AWY BCN 48<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LQ0676</a></p>", ,Nothing Found,NFIR,,
232,233,222,NV,41.089444,-114.963611,beacon_ksn, ,"I-80 & U.S. 93 South, Follow U.S. 93 South approximately .5 Miles to GPS location.",Nothing Found,NFIR,,
233,234,223,NV,41.119167,-115.001111,beacon_ksn, ,"Wells, NV, 6th street., Approximately 1 mile East on 6th street (business loop    I-80 East Exit) proceed to GPS location.",Nothing Found,NFIR,,
234,235,224,NV,41.096389,-115.085833,beacon_ksn, ,"I-80 & Starr Valley Exit 343, South side of I-80 Take access road East to GPS location.  approximately 1.5 miles",Nothing Found,NFIR,,
3229,3845,224,NV,41.102692,-115.090431,beacons_kml,"BEACON 45=BELL TEL MICRO REL TWR KOB 81<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=MT0818</a></p>", ,Nothing Found,NFIR,,
3675,4317,224,NV,41.107674,-115.10145,Elko Sectional Aeronautical Chart,45, ,Nothing Found,NFIR,,
235,236,225,NV,41.068333,-115.287222,beacon_ksn, ,"I-80 & Exit 333, Go South for 1/4 mile, turn East proceed to GPS location.",Nothing Found,NFIR,,
3676,4319,225,NV,41.067936,-115.298777,Elko Sectional Aeronautical Chart,44, ,Nothing Found,NFIR,,
236,237,226,NV,40.8325,-115.764722,beacon_ksn,"Owner identified site location .02 mi from listed GPS location. all remaining was small pieces of broken concrete, see picture.","I-80 & Exit 321, Exit I-80 South to GPS location.",Other Evidence,FIR,,
237,238,227,NV,40.883056,-115.728611,beacon_ksn, ,"I-80 & Exit 303, East on Idaho Street to Youth Center Road, turn left go to Youth Center North, go to GPS location.",Nothing Found,NFIR,,
3092,3708,227,NV,40.886772,-115.718973,beacons_kml,"AIRWAY BN 42 RENO TO SALT LAKE<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LQ0737</a></p>", ,Nothing Found,NFIR,,
3681,4325,227,NV,40.882982,-115.732164,Elko Sectional Aeronautical Chart,42, ,Nothing Found,NFIR,,
238,239,228,NV,40.739167,-115.9775,beacon_ksn, ,"I-80 & Exit 292, On the North side of the freeway follow access road west to GPS location.",Nothing Found,NFIR,,
3093,3709,228,NV,40.729771,-115.983957,beacons_kml,"AIRWAY BN 40 RENO TO SALT LAKE<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LQ0749</a></p>", ,Nothing Found,NFIR,,
3685,4329,228,NV,40.727584,-115.988545,Elko Sectional Aeronautical Chart,40, ,Nothing Found,NFIR,,
239,240,229,NV,40.622222,-116.255,beacon_ksn, ,"I-80 & Emigrant exit, Follow road to GPS location.",Nothing Found,NFIR,,
3098,3714,229,NV,40.652861,-116.27425,beacons_kml,"AIRWAY BCN 39 SAN FRAN SALT LK<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LR0894</a></p>", ,Nothing Found,NFIR,,
3686,4330,229,NV,40.647914,-116.278467,Elko Sectional Aeronautical Chart,39, ,Nothing Found,NFIR,,
240,241,230,NV,40.595833,-116.507778,beacon_ksn,Transformer; farm road,"I-80 & Hwy 306, South on hwy. 306 to RR tracks, cross tracks first road turn right , go to GPS location.",Other Structures,FIR,,
3100,3716,230,NV,40.596083,-116.507778,beacons_kml,"AIRWAY BN 37A SAN FRAN SALT LK<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LR0914</a></p>", ,Other Structures,FIR,,
3687,4331,230,NV,40.599453,-116.516542,Elko Sectional Aeronautical Chart,37, ,Other Structures,FIR,,
241,242,231,NV,40.709722,-116.53,beacon_ksn,county road,"I-80 & exit 254 Dunphy interchange, Exit 254 proceed to GPS location.",Nothing Found,NFIR,,
3099,3715,231,NV,40.708139,-116.524278,beacons_kml,"AIRWAY BN 37B SAN FRAN SALT LK<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LR0912</a></p>", ,Nothing Found,NFIR,,
242,243,232,NV,40.656667,-116.760833,beacon_ksn, ,"I-80 & exit 244, Proceed West on the North side of I-80 approximately 1.5 Miles, to cattle loading chute, cross river go to GPS location.",Nothing Found,NFIR,,
3102,3718,232,NV,40.662806,-116.756111,beacons_kml,"AIRWAY BCN 36 SAN FRAN SALT LK<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LR0921</a></p>", ,Nothing Found,NFIR,,
243,244,233,NV,40.964722,-116.9675,beacon_ksn,county road,"I-80 & Hwy. 305, South on Hwy 305 to Bastian road, turn right go to Eighteenth St., go right to GPS location.",Nothing Found,NFIR,,
244,245,234,NV,40.470833,-117.041944,beacon_ksn, ,"I-80 & Hwy. 305, South 305 12.3 miles, left on dirt trail 1.7 miles, go to GPS location.",Nothing Found,NFIR,,
245,246,235,NV,40.4475,-117.238889,beacon_ksn, ,"I-80 & State route 305, Take Hwy 305 South approx. 11 miles, turn West on Copper Canyon Rd. proceed approximately 9 miles to Site access road.  Turn right go to GPS Location.",Nothing Found,NFIR,,
3692,4337,235,NV,40.414161,-117.221453,Elko Sectional Aeronautical Chart,33, ,Nothing Found,NFIR,,
246,247,236,NV,40.334722,-117.348333,beacon_ksn, ,"I-80 & State Route 305, South on Hwy 305 for approximately 11 miles to Copper Canyon RD. Turn west, follow road approximately 18 miles.  Turn right on site access road follow road and power poles to site approximately 1.3 miles",Other Structures,FIR,,
3094,3710,236,NV,40.34522,-117.347565,beacons_kml,"BUFFALO VALLEY AIR BEACON<br />
Located at the Buffalo Valley Intermediate Field.<br/>
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=LR0841</a></p>", ,Other Structures,FIR,,
3691,4336,236,NV,40.348537,-117.344377,Elko Sectional Aeronautical Chart,32B LF, ,Other Structures,FIR,,
247,248,237,NV,40.074722,-118.178333,beacon_ksn, ,"I-80 (Winnemucca), Proceed to Old Emigrant road, go to GPS location approximately 115 miles.",Nothing Found,NFIR,,
3105,3721,237,NV,40.075379,-118.181522,beacons_kml,"AIRWAY BCN 28 ESE LOVELOCK<br />
Buena Vista", ,Nothing Found,NFIR,,
3694,4340,237,NV,40.078168,-118.184693,Elko Sectional Aeronautical Chart,28, ,Nothing Found,NFIR,,
248,249,238,NV,36.336944,-114.934722,beacon_ksn,PAVED/DIRT RDS.,"I-15 NORTH @ EXIT # 58, TAKE HWY 604 EAST APPROX. 1 MILE; LEFT ON DIRT RD. TO GPS COORDINATES",Nothing Found,NFIR,,
2628,3244,238,NV,36.328104,-114.941745,beacons_kml,"LOS ANGELES SALT LK AWY BCN 27<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1891</a></p>", ,Nothing Found,NFIR,,
3925,4643,238,NV,36.334792,-114.936319,Mt. Whitney Sectional Aeronautical Chart,27, ,Nothing Found,NFIR,,
249,250,239,NV,36.453056,-114.815,beacon_ksn,NO FINDINGS; DIRT RDS. GOOD CONDITION,"I-15 NORTH @ EXIT 75, FOLLOW DIRT RD EAST TO GPS COORDINATES",Nothing Found,NFIR,,
2627,3243,239,NV,36.447639,-114.833028,beacons_kml,"LOS ANGELES SALT LK AWY BCN 28<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1883</a></p>", ,Nothing Found,NFIR,,
3926,4644,239,NV,36.442766,-114.832401,Mt. Whitney Sectional Aeronautical Chart,28, ,Nothing Found,NFIR,,
250,251,240,NV,36.540556,-114.709944,beacon_ksn,"ORIGINAL E/G BLDG. FOUNDATION, E/G PEDESTALS, AND TOWER FOUNDATIONS HAVE BEEN REMOVED AND PUSHED OVER SIDE OF HILL; NO ROADS TO SITE. FORMER ACCESS RD. WAS FROM INTERSTATE BUT NOW FENCED OFF.","I-15 NORTH @ EXIT 80, SOUTH ALONG DIRT ROADS TO GPS COORDINATES. SITE IS APPROX. 200 YDS. EAST OF INTERSTATE",Other Structures,NFIR,,
2630,3246,240,NV,36.540806,-114.710306,beacons_kml,"LOS ANGELES SALT LAKE AIRWAY BEACON 29<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1903</a></p>", ,Other Structures,NFIR,,
3922,4638,240,NV,36.53901,-114.705426,Mt. Whitney Sectional Aeronautical Chart,29, ,Other Structures,NFIR,,
251,252,241,NV,36.688889,-114.5175,beacon_ksn,TOWER AND LIGHT EXIST,"I-15 NORTH TO TRUCK PARKING AREA, WEST ALONG FRONTAGE RD. TO TOWER LOCATION",Other Structures,NFIR,,
2629,3245,241,NV,36.685333,-114.517627,beacons_kml,"LOS ANGELES SALT LK AWY BN 31A<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1900</a></p>", ,Other Structures,NFIR,,
3921,4637,241,NV,36.682969,-114.507944,Mt. Whitney Sectional Aeronautical Chart,31A, ,Other Structures,NFIR,,
252,253,242,NV,36.711111,-114.463056,beacon_ksn,NO FINDINGS,"I-15 NORTH AT CARPELGIN RD., EAST THEN SOUTH ALONG FRONTAGE RD. TO GPS LOCATION",Nothing Found,NFIR,,
2622,3238,242,NV,36.711472,-114.470806,beacons_kml,"LOS ANGELES SALT LK AWY BN 31B<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1824</a></p>", ,Nothing Found,NFIR,,
3920,4636,242,NV,36.715452,-114.464756,Mt. Whitney Sectional Aeronautical Chart,31B, ,Nothing Found,NFIR,,
253,254,243,NV,36.856361,-114.297833,beacon_ksn,TOWER WAS REMOVED TO ESTABLISH RCLR SITE ON PEAK,"I-15 SOUTH OF EXIT 112 @ TRUCK PARKING AREA, GO THROUGH GATE @ PARKING AREA, FOLLOW FRONTAGE RD. 6.6 MILES TO RT. TURN ON DIRT RD. E/G BLDG. IS VISIBLE ON RT. SIDE. FOLLOW FAA ACCESS RD. TO FAA RCLR SITE WHICH IS FORMER LOCATION OF BEACON TOWER.",Other Structures,FIR,,
254,255,243,NV,36.860694,-114.299444,beacon_ksn,THE E/G BLDG. EXISTS AT SITE. USTs WERE PREVIOUSLY REMOVED BY FAA WITHIN THE PAST 5 YEARS.,"I-15 SOUTH OF EXIT 112 @ TRUCK PARKING AREA, GO THROUGH GATE @ PARKING AREA, FOLLOW FRONTAGE RD. 6.6 MILES TO RT. TURN ON DIRT RD. E/G BLDG. IS VISIBLE ON RT. SIDE.",Other Structures,FIR,,
2623,3239,243,NV,36.856443,-114.300019,beacons_kml,"LOS ANGELES SALT LK AWY BCN 32<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=GR1830</a></p>", ,Other Structures,FIR,,
255,256,244,NV,37.089722,-114.114444,beacon_ksn,".7 MILE HIKE, VERY STEEP AND ROCKY TO TOWER; ROADS ARE NARROW DIRT, AND IN FAIR CONDITION. LAST 500 ' IN POOR CONDITION; 4WD ONLY. TOWER LOCATED .7 MILE AWAY. HIKE IS VERY STEEP AND ROCKY","I-15 S. PAST EXIT 112 TO TRUCKING AREA, GO THROUGH GATE TO FRONTAGE RD. SOUTH ; FOLLOW PAVED, THEN DIRT ROAD FOR 32 MILES TO SITE",Other Structures,NFIR,,
256,257,244,NV,37.080556,-114.109861,beacon_ksn,E/G site,"I-15 S. PAST EXIT 112 TO TRUCKING AREA, GO THROUGH GATE TO FRONTAGE RD. SOUTH ; FOLLOW PAVED, THEN DIRT ROAD FOR 32 MILES TO SITE",Other Structures,NFIR,,
2720,3336,244,NV,37.083421,-114.114567,beacons_kml,"LOS ANGELES SALT LK AWY BN 34<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=HP0315</a></p>", ,Other Structures,NFIR,,
3917,4632,244,NV,37.08691,-114.127272,Mt. Whitney Sectional Aeronautical Chart,34, ,Other Structures,NFIR,,
257,258,245,NV,39.468889,-119.952778,beacon_ksn,rough gravel road,"I-80 & Garson road  (Boomtown Exit), Go to Verdi Forestry Office, follow the road South from behind the office to GPS Location.",Nothing Found,NFIR,,
2909,3525,245,NV,39.49,-119.964889,beacons_kml,"RENO AIRWAY BEACON 18<br />
<br />
This is the second location of Beacon 18. It's original location is believed to be 1.8 miles northeast of here, but was relocated to this spot during a realignment of the airway some time between 1929 and 1934.<br />", ,Nothing Found,NFIR,,
258,259,246,NV,39.523611,-119.650833,beacon_ksn,rough gravel road,"I-80 & Exit 23 (Mustang), Go under freeway to North side, proceed to access road then go to GPS location.",Nothing Found,NFIR,,
2910,3526,246,NV,39.530637,-119.656113,beacons_kml,"AIRWAY BCN 19 5 MI E OF SPARKS<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=KR1752</a></p>", ,Nothing Found,NFIR,,
2911,3527,246,NV,39.530916,-119.655632,beacons_kml,"RENO AIRWAY BEACON 19<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=KR1753</a></p>", ,Nothing Found,NFIR,,
3633,4262,246,NV,39.526648,-119.61482,Reno Sectional Aeronautical Chart,19, ,Nothing Found,NFIR,,
6035,7468,246,NV,39.530651,-119.657176,Sacramento Sectional Aeronautical Chart,19, ,Nothing Found,NFIR,,
259,260,247,NV,39.581389,-119.490278,beacon_ksn, ,"I-80 & Tracy Clark station, Proceed North on access road to GPS location.",Other Structures,FIR,,
2907,3523,247,NV,39.578646,-119.490129,beacons_kml,"AIRWAY BCN 20 2 MI N OF CLARK<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=KR1596</a></p>", ,Other Structures,FIR,,
3632,4261,247,NV,39.585643,-119.447239,Reno Sectional Aeronautical Chart,20, ,Other Structures,FIR,,
260,261,248,NV,39.617555,-119.196782,beacon_ksn, , ,Nothing Found,NFIR,,
3631,4259,248,NV,39.631548,-119.160003,Reno Sectional Aeronautical Chart,22, ,Nothing Found,NFIR,,
261,262,249,NV,39.746111,-118.926111,beacon_ksn, ,"I-80 & exit 65 (Hotsprings rd., Proceed Southwest on frontage road to GPS location approximately 23 miles.",Nothing Found,NFIR,,
2905,3521,249,NV,39.74728,-118.936255,beacons_kml,"AIRWAY BN 23 12 MI NE OF HAZEN<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=KR1547</a></p>", ,Nothing Found,NFIR,,
3630,4258,249,NV,39.745262,-118.907286,Reno Sectional Aeronautical Chart,23, ,Nothing Found,NFIR,,
262,263,250,NV,39.802311,-118.840524,beacon_ksn, , ,Nothing Found,NFIR,,
2906,3522,250,NV,39.813285,-118.85689,beacons_kml,"SAN FRAN SALT LAKE AWY BCN 24<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=KR1556</a></p>

Jan 29, 1929: The Airways Division of the Department of Commerce turned on Beacon #25 at Miriam, Nevada, on the San Franc", ,Nothing Found,NFIR,,
263,264,251,NV,40.086667,-118.1525,beacon_ksn, ,"From site 238, Proceed North / North East to GPS location, Approximately 8 miles.",Nothing Found,NFIR,,
264,265,252,HI,21.153056,-157.098056,beacon_ksn, ,"Hoolehua  Airport, Proceed to GPS Location  on the Airport.",Nothing Found,NFIR,,
265,266,253,HI,21.455,-157.773611,beacon_ksn,"COMPLETED WIDE AREA RECON OF GPS LOCATION WITH NO FINDINGS; PAVED RDS.,  SITE IS LOCATED ADJACENT TO HELICOPTER AIR OPERATIONS AREA IN AN OPEN FIELD","HWY 72 & HWY 61, EAST ON HWY 61, TURN NORTH ON KALAHEO AVE., THEN WEST ON MOKAPU BLVD., TO AIR STATION, FOLLOW GPS COORDINATES.",Nothing Found,NFIR,,
266,267,254,HI,21.306944,-158.074444,beacon_ksn,COMPLETED WIDE AREA RECON WITH MR. RIMAS WITH NO FINDINGS.; OBTAIN ESCORT AT BASE OPS; SITE IS LOCATED BETWEEN RUNWAYS IN OPEN FIELD. PAVED ROADS TO FIELD.,"H 1 FREEWAY WEST AT EXIT 2, SOUTH FROM EXIT TO BARBERS POINT NAVAL AIR STATION. EAST ON ROOSEVELT TO SOUTH ON CORAL SEA TO BASE OPERATIONS. MUST BE ESCORTED AS SITE IS LOCATED IN AIR OPERATIONS AREA",Nothing Found,NFIR,,
267,268,255,OR,45.543793,-122.569392,beacon_ksn,Residential area.  Landowner commented that land has been restructured a few times.,"From Portland, go east on I-80 till State Highway 213.  Go north on State Highway 213 for 0.8 miles till you come to NE Siskiyou Street.  Go east on Siskiyou Street and travel 2100 feet.  Go south on NE 89th Street for 509 feet to site.",Other Structures,FIR,,
268,269,255,OR,45.546419,-122.56583,beacon_ksn,Tower found on hilltop,"From Portland, go east on I-80 till State Highway 213.  Go north on State Highway 213 for 1.0 mile to NE Fremont Street.  Go east on Fremont Street for 1.5 miles.  The road will take you to a hilltop where the site is located.",Other Structures,FIR,,
3460,4076,255,OR,45.54658,-122.565929,beacons_kml,"ROCKY BUTTE AWY BCN FLASH RED<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RD2866</a></p>", ,Other Structures,FIR,,
5318,6490,255,OR,45.54506,-122.566069,Portland Sectional Aeronautical Chart,0, ,Other Structures,FIR,,
269,270,256,OR,45.550197,-122.383427,beacon_ksn,Road to site was locked.,"From Portland, go to Portland/Troutdale airport on I-84.  The airport exit will put you on NE Marine Dr.  Take this road to NE Sundial Rd and take a right.  Take next right on Graham Rd.  Drive for 1.2 miles.  Site is 900 feet to the east.",Inaccessible,FIR,,
270,271,256,OR,45.549203,-122.410971,beacon_ksn,Open space at Portland-Troutdale Airport.,"From Portland, take US Highway 84 east towards Troutdale City.  Take the exit for Portland/Troutdale Airport.  This will put you on NE Marine Drive.  Follow this road for 3500 feet.  Site is 550 feet to the north.",Inaccessible,FIR,,
5321,6494,256,OR,45.558628,-122.401493,Portland Sectional Aeronautical Chart,TROUTDALE 36 L H 46, ,Inaccessible,FIR,,
271,272,257,OR,45.559129,-122.187054,beacon_ksn,Site is in the Columbia River., ,Inaccessible,FIR,,
272,273,257,OR,45.541064,-122.176994,beacon_ksn,Could not gain access to site.  Gated area with no trespassing sign., ,Inaccessible,FIR,,
3455,4071,257,OR,45.551689,-122.190202,beacons_kml,"PORTLAND SPOKANE AUX AWY BCN 2<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RD2219</a></p>", ,Inaccessible,FIR,,
273,274,258,OR,45.687212,-121.813496,beacon_ksn,"Due to aerial photo, no survey required", ,"Not Required - Due to aerial photo, no survey required",FIR,,
3435,4051,258,OR,45.696676,-121.816315,beacons_kml,"PORTLAND THE DALLES AWY BCN 4<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2345</a></p>", ,"Not Required - Due to aerial photo, no survey required",FIR,,
5308,6476,258,OR,45.693002,-121.816473,Portland Sectional Aeronautical Chart,4, ,"Not Required - Due to aerial photo, no survey required",FIR,,
274,275,259,OR,45.706478,-121.479579,beacon_ksn,Site in the Columbia River., ,Other Evidence,FIR,,
275,276,259,OR,45.70513,-121.477831,beacon_ksn,Site in the Columbia River., ,Other Evidence,FIR,,
276,277,259,OR,45.70482,-121.424253,beacon_ksn,Cut-off power poles found.,From Portland take I-84 east for 62.0 miles to the intersection with Hood River Bridge.  Go 1.2 miles further on I-84.  Site is 0.2 miles northeast of I-84.,Other Evidence,FIR,,
3428,4044,259,OR,45.700436,-121.475023,beacons_kml,"PORTLAND SPOKANE AWY BCN 63 MI<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2180</a></p>", ,Other Evidence,FIR,,
277,278,260,OR,45.679076,-121.335905,beacon_ksn,Open space., ,Other Evidence,FIR,,
278,279,260,OR,45.682054,-121.321376,beacon_ksn,Airstrip at site.,"From The Dulles, go west on Hwy 30 for 12.0 miles to Dell Rd.  Go west on Dell Rd for 0.5 miles.   Site is .3 miles to the northwest.",Other Evidence,FIR,,
279,280,260,OR,45.678444,-121.331698,beacon_ksn,Abandoned van in woods.,"From I-84 exit US Hwy 30 at Mosier City. Turn right onto Center St. Turn left onto 3rd. Ave. Go approx. .75 miles, turn left onto Pioneer Rd. follow for approx. 2 miles to no name road and turn left. Go approx. 1000 ft, turn left onto dirt road to site.",Other Evidence,FIR,,
3425,4041,260,OR,45.687127,-121.352979,beacons_kml,"PORTLAND SPOKANE AWY BCN 6 B<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2111</a></p>", ,Other Evidence,FIR,,
5309,6477,260,OR,45.690907,-121.355151,Portland Sectional Aeronautical Chart,6B, ,Other Evidence,FIR,,
280,281,261,OR,45.608221,-120.871177,beacon_ksn,"Due to aerial photo, no survey required", ,"Not Required - Due to aerial photo, no survey required",FIR,,
3450,4066,261,OR,45.620234,-120.876609,beacons_kml,"PORTLAND PENDLETON AWY BCN 9<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2630</a></p>", ,"Not Required - Due to aerial photo, no survey required",FIR,,
5313,6483,261,OR,45.622231,-120.868956,Portland Sectional Aeronautical Chart,9, ,"Not Required - Due to aerial photo, no survey required",FIR,,
281,282,262,OR,45.679888,-120.675901,beacon_ksn,Open space.  Agricultural field., ,Inaccessible,FIR,,
282,283,262,OR,45.682568,-120.670628,beacon_ksn,Open space.  Agricultural field., ,Inaccessible,FIR,,
283,284,262,OR,45.684369,-120.678254,beacon_ksn,Possible evidence of FAA site.  Actual site was inaccessible due to irrigation ditch blocking the road., ,Inaccessible,FIR,,
3449,4065,262,OR,45.693171,-120.685748,beacons_kml,"PORTLAND PENDLETON AWY BCN<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2620</a></p>", ,Inaccessible,FIR,,
284,285,263,OR,45.676181,-120.371187,beacon_ksn,"Due to aerial photo, no survey required", ,"Not Required - Due to aerial photo, no survey required",FIR,,
3447,4063,263,OR,45.681583,-120.378694,beacons_kml,"PORTLAND PENDLETON AWY BCN 11<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2524</a></p>", ,"Not Required - Due to aerial photo, no survey required",FIR,,
285,286,264,OR,45.715727,-120.173539,beacon_ksn,Open space, ,Other Structures,FIR,,
286,287,264,OR,45.719811,-120.185738,beacon_ksn,Light beacon tower and storage hut.,From Arlington take I-84 to State hwy 74. Follow to Rhea Rd. and turn right.  Follow for approx. 8 miles to Arlington Municipal Airport.,Other Structures,FIR,,
3446,4062,264,OR,45.71971,-120.182214,beacons_kml,"PORTLAND PENDLETON AWY BCN 13<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RC2505</a></p>", ,Other Structures,FIR,,
287,288,265,OR,45.346061,-122.690788,beacon_ksn,Landowner refused to talk to us.,"From Portland, take I-5 south.  Then head east on I-205 and take the Stafford Rd exit.  Go 4400 feet to Mountain Rd.  Drive on Mountain Rd and take your next left on Schaeffer Rd.  Take Schaeffer Rd to Matthews Lane and go left.  Drive 3300 feet to site.",Other Evidence,FIR,,
288,289,265,OR,45.342577,-122.694488,beacon_ksn,Possible debris from a storage hut found.,"From Portland, take I-5 south.  Then head east on I-205 and take the Stafford Rd exit.  Go 4400 feet to Mountain Rd.  Drive on Mountain Rd and take your next left on Schaeffer Rd.  Take Schaeffer Rd for 1.1 miles.  Site will be 400 feet to the west.",Other Evidence,FIR,,
3457,4073,265,OR,45.342639,-122.6945,beacons_kml,"PORTLAND SAN FRANCISCO BCN 56<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RD2518</a></p>", ,Other Evidence,FIR,,
5316,6488,265,OR,45.344751,-122.693653,Portland Sectional Aeronautical Chart,56, ,Other Evidence,FIR,,
289,290,266,OR,45.106068,-122.794057,beacon_ksn,Landowner was not home.  Field workers were not cooperative.,"From Portland, go south on I-5 to State Hwy 213.  Go east on State Hwy 213 to Silverton City.  Then head north on State Hwy 214 for 7.0 miles to Monitor Mckee Rd.  Go west on this road for 2800 feet.  Site is 1500 feet to the north.",Inaccessible,FIR,,
290,291,266,OR,45.108644,-122.78562,beacon_ksn,Open space next to power poles.,"From Portland, go south on I-5 to State Hwy 213.  Go east on State Hwy 213 to Silverton City.  Then head north on State Hwy 214 for 7.5 miles.  Site is 500 feet to the west off State Hwy 214.",Inaccessible,FIR,,
3459,4075,266,OR,45.100075,-122.799722,beacons_kml,"SAN FRANCISCO PORTLAND BCN 54<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=RD2655</a></p>", ,Inaccessible,FIR,,
5325,6498,266,OR,45.09809,-122.798686,Portland Sectional Aeronautical Chart,54, ,Inaccessible,FIR,,
291,292,267,OR,44.87684,-122.878577,beacon_ksn,"Due to aerial photo, no survey required", ,"Not Required - Due to aerial photo, no survey required",FIR,,
3397,4013,267,OR,44.87322,-122.87525,beacons_kml,"SAN FRANCISCO PORTLAND BCN 52<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=QE1800</a></p>", ,"Not Required - Due to aerial photo, no survey required",FIR,,
5327,6500,267,OR,44.876873,-122.874345,Portland Sectional Aeronautical Chart,52, ,"Not Required - Due to aerial photo, no survey required",FIR,,
292,293,268,OR,44.683084,-122.921711,beacon_ksn,Open space., ,Nothing Found,NFIR,,
3396,4012,268,OR,44.679206,-122.919244,beacons_kml,"SAN FRANCISCO PORTLAND BCN 51<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=QE1786</a></p>", ,Nothing Found,NFIR,,
5329,6503,268,OR,44.687441,-122.918419,Portland Sectional Aeronautical Chart,51, ,Nothing Found,NFIR,,
293,294,269,OR,44.471163,-123.02336,beacon_ksn,Open space., ,Nothing Found,NFIR,,
3399,4015,269,OR,44.468816,-123.02306,beacons_kml,"WARD BUTTE AIRWAY BEACON<br />
        <p>Home page: <a href=http://www.ngs.noaa.gov/cgi-bin/ds_mark.prl?PidBox=QE2126</a></p>", ,Nothing Found,NFIR,,
5331,6506,269,OR,44.471152,-123.023118,Portland Sectional Aeronautical Chart,49, ,Nothing Found,NFIR,,
